cpu_usage,memory_usage,disk_usage,network_latency,application_state
20,49,0,16,good
83,86,20,14,good
82,14,61,19,good
82,94,63,6,good
11,72,86,3,good
36,52,72,6,good
41,24,55,12,good
16,88,0,20,good
100,84,20,11,good
47,8,21,7,good
27,37,53,1,good
40,21,3,16,good
98,86,64,16,good
46,48,50,17,good
17,67,73,15,good
77,92,62,9,good
98,14,14,5,good
70,64,35,20,good
12,53,28,8,good
81,29,51,1,good
100,92,45,7,good
12,19,68,11,good
99,32,28,20,good
30,99,46,13,good
1,85,90,13,good
15,76,24,7,good
8,6,79,11,good
72,7,15,18,good
37,27,99,1,good
74,44,88,12,good
53,72,40,3,good
55,88,64,1,good
85,79,68,4,good
96,73,19,6,good
99,10,68,5,good
86,30,35,11,good
44,11,92,20,good
33,94,97,13,good
8,77,57,11,good
87,50,47,6,good
7,43,81,19,good
6,95,1,15,good
35,49,79,13,good
17,16,28,10,good
2,34,96,1,good
27,0,15,13,good
69,28,34,6,good
43,50,61,20,good
20,63,80,12,good
27,3,3,17,good
53,86,67,18,good
53,27,50,8,good
64,15,88,14,good
99,62,32,5,good
20,75,77,2,good
98,52,23,11,good
12,84,74,3,good
56,16,24,16,good
48,39,27,16,good
53,12,6,9,good
9,51,35,13,good
52,57,9,10,good
43,95,35,17,good
46,36,94,17,good
52,78,82,10,good
73,75,17,8,good
45,60,5,7,good
12,78,91,14,good
36,33,6,18,good
23,69,11,19,good
1,16,40,18,good
85,19,62,14,good
80,72,97,10,good
99,58,24,1,good
13,68,80,9,good
9,86,52,18,good
34,32,32,13,good
24,77,86,17,good
2,16,72,16,good
16,56,5,11,good
11,82,61,9,good
53,96,65,7,good
23,0,8,1,good
28,12,66,9,good
42,26,15,10,good
24,69,88,16,good
99,58,87,18,good
59,5,92,14,good
89,96,54,11,good
64,93,39,4,good
83,98,25,19,good
27,22,37,13,good
15,9,34,1,good
46,50,86,19,good
80,18,67,15,good
91,50,58,20,good
57,91,13,15,good
75,86,46,11,good
26,67,70,5,good
52,83,71,10,good
41,82,41,18,good
58,41,50,7,good
46,90,18,1,good
93,56,65,3,good
33,97,46,1,good
36,67,64,17,good
5,37,41,15,good
6,61,37,5,good
95,6,12,16,good
95,70,43,12,good
24,49,23,19,good
32,51,95,14,good
54,25,29,3,good
57,25,69,19,good
6,18,37,1,good
56,8,96,1,good
11,60,22,10,good
15,19,73,3,good
79,49,56,13,good
42,79,78,6,good
99,80,22,11,good
76,21,35,6,good
6,12,56,3,good
99,11,0,16,good
50,9,71,9,good
72,64,2,8,good
31,95,13,3,good
74,29,80,5,good
7,7,33,14,good
96,20,69,5,good
86,21,68,19,bad
88,17,50,5,good
71,65,28,20,good
44,47,98,20,good
85,43,81,2,good
58,8,47,7,good
3,66,93,1,good
66,53,78,18,good
28,25,78,10,good
28,84,15,6,good
97,93,56,7,good
97,91,96,12,good
27,99,9,18,good
76,25,18,11,good
78,33,100,19,good
86,7,66,4,good
43,9,35,19,good
89,47,3,13,good
3,54,74,19,good
89,53,32,2,good
8,77,27,9,good
4,39,95,8,good
55,14,79,14,good
95,80,8,9,good
83,17,74,13,good
49,95,5,18,good
74,22,48,6,good
14,61,90,3,good
31,45,75,10,good
27,86,21,10,good
21,98,47,10,good
16,38,100,9,good
58,14,20,12,good
89,52,32,8,good
70,87,80,9,good
56,63,55,17,good
25,62,28,8,good
24,91,52,18,good
9,79,39,20,good
44,15,73,17,good
82,69,17,6,good
10,65,46,10,good
76,12,12,1,good
52,46,26,1,good
71,8,61,9,good
67,62,73,20,good
94,33,95,3,good
27,80,44,6,good
74,90,2,7,good
64,28,21,9,good
48,36,26,5,good
46,42,54,16,good
51,85,66,2,good
87,63,32,3,good
53,23,1,3,good
59,70,74,20,good
56,33,45,10,good
46,47,73,3,good
30,11,32,15,good
45,22,57,14,good
25,78,6,4,good
4,96,14,10,good
83,12,25,11,good
51,86,10,11,good
74,95,37,8,good
53,44,26,9,good
32,98,6,8,good
49,64,0,12,good
37,46,73,17,good
26,57,20,15,good
97,4,78,19,good
14,76,29,20,good
95,4,93,6,good
60,59,7,5,good
20,95,87,8,good
45,20,82,18,good
68,23,2,15,good
5,17,54,3,good
37,20,14,14,good
61,53,35,15,good
85,9,5,13,good
61,23,41,20,good
81,84,49,9,good
77,88,17,17,good
73,59,82,19,good
45,56,49,4,good
12,22,29,20,good
94,21,76,10,good
93,67,38,3,good
2,33,11,19,good
93,69,97,9,good
5,27,58,5,good
92,94,75,14,good
7,98,43,7,good
43,38,87,6,good
32,41,3,8,good
80,22,35,2,good
74,69,47,14,good
76,79,13,7,good
49,1,80,3,good
10,23,48,20,good
94,16,66,6,good
27,64,86,14,good
69,69,76,12,good
40,68,8,18,good
15,59,20,12,good
67,49,71,7,good
98,92,80,5,good
47,11,15,12,good
55,46,15,9,good
63,66,27,11,good
58,64,50,4,good
89,26,55,14,good
61,47,79,12,good
75,87,56,18,good
10,61,51,7,good
100,43,45,1,good
88,18,77,13,good
17,58,37,16,good
18,7,83,5,good
86,54,47,19,good
54,46,40,9,good
81,1,97,9,good
25,93,58,12,good
5,93,92,18,good
3,38,66,10,good
28,44,73,17,good
58,31,83,19,good
97,64,65,11,good
16,37,26,16,good
42,76,31,8,good
79,10,55,15,good
65,9,9,11,good
33,58,39,7,good
7,89,16,2,good
12,54,57,19,good
7,19,96,9,good
93,80,5,18,good
95,16,38,13,good
99,67,17,1,good
93,4,72,19,good
64,59,71,13,good
42,22,88,14,good
38,45,94,17,good
80,51,41,20,good
58,9,3,1,good
83,45,19,5,good
87,27,27,20,good
85,96,39,14,good
92,42,64,18,good
85,25,43,13,good
43,54,22,12,good
8,47,56,15,good
36,28,46,4,good
73,26,12,9,good
35,17,15,3,good
100,59,89,11,good
91,73,54,15,good
27,68,94,16,good
41,73,64,7,good
42,20,80,7,good
84,23,15,9,good
87,2,36,17,good
41,94,51,13,good
65,61,9,9,good
54,100,37,9,good
71,1,43,20,good
47,65,94,12,good
90,41,73,19,good
21,33,53,15,good
100,41,97,18,good
26,19,50,8,good
92,96,51,6,good
66,67,69,6,good
12,44,91,3,good
44,74,91,3,good
9,41,58,2,good
99,46,12,5,good
8,4,40,20,good
53,88,11,12,good
26,48,49,6,good
33,36,56,16,good
0,33,49,5,good
31,72,56,6,good
88,69,53,4,good
92,17,65,14,good
70,77,7,3,good
66,18,62,17,good
83,77,8,5,good
19,39,59,6,good
93,16,62,20,good
34,59,71,4,good
98,98,2,13,good
90,92,72,8,good
89,41,12,11,good
77,80,8,19,good
16,71,94,5,good
17,64,88,5,good
44,52,51,3,good
92,99,61,2,good
83,6,7,3,good
52,4,94,15,good
90,23,44,7,good
81,27,52,3,good
67,61,62,15,good
64,16,94,11,good
0,100,80,16,good
57,19,56,13,good
25,2,53,2,good
19,36,18,20,good
86,89,66,12,good
9,14,45,7,good
58,50,93,1,good
74,47,9,14,good
40,7,92,10,good
4,12,17,3,good
64,47,11,11,good
16,2,48,20,good
21,64,22,15,good
97,72,61,6,good
40,30,10,18,good
92,25,72,13,good
67,80,55,15,good
68,55,87,3,good
10,33,88,15,good
55,8,54,1,good
50,61,24,10,good
20,12,8,18,good
98,68,11,8,good
75,40,10,12,good
25,76,37,5,good
18,0,27,1,good
59,88,7,8,good
70,46,73,5,good
46,3,88,17,good
70,99,46,15,good
25,62,35,4,good
39,51,49,13,good
4,9,8,17,good
20,27,59,13,good
77,5,71,2,good
3,26,66,4,good
22,11,52,2,good
83,61,81,12,good
14,51,98,19,good
92,47,16,18,good
7,66,99,10,good
40,45,52,5,good
18,96,27,11,good
45,73,62,1,good
27,94,14,3,good
90,14,18,17,good
67,70,85,15,good
14,35,69,14,good
98,13,46,15,good
36,77,70,16,good
0,2,47,4,good
66,66,72,19,good
23,85,19,8,good
26,18,36,6,good
39,98,74,16,good
62,75,1,3,good
60,53,63,8,good
35,68,85,5,good
97,9,35,5,good
92,32,4,12,good
23,12,63,1,good
23,98,6,7,good
3,50,69,11,good
66,31,21,10,good
33,74,73,3,good
56,23,45,8,good
48,34,39,1,good
86,82,60,8,good
52,69,45,20,good
22,39,83,11,good
68,53,27,7,good
94,43,86,16,good
52,61,34,7,good
61,98,0,13,good
40,67,28,10,good
56,32,8,17,good
59,76,8,3,good
53,55,21,7,good
69,35,62,11,good
100,53,65,13,good
56,18,79,5,good
9,42,57,19,good
39,11,69,15,good
6,10,54,1,good
37,69,12,5,good
84,11,96,13,good
60,90,18,10,good
83,40,78,5,good
2,24,32,1,good
50,2,73,10,good
85,2,64,18,good
46,83,59,8,good
67,27,11,20,good
91,22,42,3,good
75,47,92,19,good
37,66,16,19,good
35,41,67,2,good
40,87,28,17,good
68,39,54,16,good
12,5,6,10,good
86,19,43,16,good
57,10,76,5,good
49,95,4,20,good
29,26,59,3,good
61,20,5,3,good
100,12,97,2,good
24,85,6,4,good
26,34,45,18,good
50,46,56,2,good
77,85,53,6,good
56,27,91,3,good
46,20,45,3,good
99,17,9,2,good
38,30,3,3,good
15,59,66,17,good
21,36,24,14,good
84,20,86,7,good
53,13,90,6,good
20,88,77,8,good
71,90,60,19,good
15,59,37,19,good
58,22,31,12,good
30,94,22,5,good
41,28,36,5,good
73,46,2,14,good
31,29,98,17,good
58,89,12,16,good
33,83,33,4,good
8,37,87,8,good
80,82,64,3,good
10,26,75,5,good
95,88,7,7,good
9,86,82,18,good
85,92,8,8,good
16,14,27,11,good
67,58,77,14,good
47,2,90,18,good
51,9,17,13,good
24,78,41,6,good
20,79,40,13,good
100,16,69,1,good
64,82,32,11,good
62,10,100,7,good
88,47,88,10,good
50,4,76,2,good
35,68,53,16,good
80,63,86,5,good
87,13,35,16,good
65,49,96,16,good
14,25,84,15,good
95,71,97,9,good
38,68,55,1,good
69,6,99,9,good
0,15,16,11,good
22,54,9,5,good
38,77,86,6,good
56,100,43,8,good
80,55,1,15,good
33,3,98,16,good
40,99,13,18,good
92,47,40,12,good
72,16,1,4,good
12,35,18,16,good
69,69,79,11,good
5,79,88,7,good
83,92,0,15,good
51,99,1,17,good
2,37,26,15,good
80,100,1,10,good
62,61,93,4,good
48,47,50,17,good
75,9,9,4,good
46,35,18,11,good
54,28,79,4,good
63,77,12,12,good
64,3,47,10,good
80,43,55,14,good
66,55,71,18,good
89,41,55,6,good
14,99,49,5,good
99,12,94,2,good
31,45,44,13,good
95,81,88,14,good
67,32,58,3,good
17,20,38,11,good
82,79,20,4,good
42,78,54,13,good
34,56,56,8,good
77,68,40,8,good
57,69,92,13,good
32,66,69,10,good
13,47,81,13,good
33,75,48,13,good
60,99,43,17,good
3,32,34,6,good
87,35,90,2,good
58,32,4,17,good
28,30,70,12,good
82,20,73,6,good
5,26,73,5,good
96,90,50,5,good
48,71,56,9,good
39,100,57,3,good
82,61,91,20,good
64,95,35,5,good
68,25,9,7,good
26,65,49,12,good
79,11,98,7,good
5,21,98,10,good
12,16,36,8,good
63,6,19,17,good
61,67,12,5,good
98,36,74,15,good
18,37,18,9,good
75,95,91,11,good
79,10,55,13,good
42,0,44,18,good
73,24,59,17,good
88,41,67,9,good
19,51,56,10,good
94,23,53,5,good
67,52,36,11,good
43,55,82,15,good
22,62,36,2,good
1,80,13,20,good
21,7,94,14,good
56,58,91,5,good
100,44,99,6,good
71,26,43,15,good
6,51,82,4,good
77,17,41,10,good
55,90,0,19,good
66,85,22,9,good
15,15,63,10,good
82,65,27,4,good
50,4,3,4,good
81,81,40,6,good
79,2,59,8,good
71,90,17,16,good
96,80,62,8,good
11,79,60,16,good
52,69,48,6,good
74,6,46,17,good
4,49,38,1,good
26,13,88,19,good
11,37,81,18,good
16,78,5,17,good
5,46,82,17,good
96,32,52,12,good
4,42,75,12,good
56,90,24,6,good
27,28,98,7,good
77,56,64,8,good
68,100,4,3,good
58,4,64,17,good
32,92,7,8,good
61,95,38,11,good
49,59,42,20,good
18,69,81,18,good
85,1,72,16,good
68,69,4,13,good
65,42,3,9,good
93,3,92,19,good
46,55,0,7,good
38,92,93,17,good
67,58,55,8,good
32,88,44,8,good
12,8,64,3,good
83,2,2,16,good
53,89,21,12,good
6,47,71,15,good
78,42,55,4,good
86,90,17,7,good
13,99,24,11,good
86,95,47,5,good
18,0,83,13,good
53,56,30,11,good
92,52,29,5,good
19,15,79,8,good
28,50,65,17,good
23,74,80,11,good
81,89,9,19,good
62,54,70,18,good
73,0,58,10,good
56,89,50,5,good
7,27,8,1,good
89,52,53,17,good
61,57,61,17,good
28,72,80,1,good
73,59,8,1,good
16,58,8,9,good
65,21,100,4,good
5,7,23,9,good
57,48,38,14,good
68,41,74,15,good
27,26,7,16,good
61,38,24,16,good
40,82,65,13,good
68,24,9,14,good
81,37,23,9,good
89,84,79,9,good
83,23,82,4,good
40,23,58,10,good
48,59,30,3,good
90,82,10,9,good
48,49,5,19,good
75,65,69,16,good
70,13,31,16,good
2,52,38,17,good
9,31,47,18,good
97,95,12,10,bad
88,91,58,19,good
34,47,66,15,good
79,38,55,15,good
1,39,40,11,good
23,41,55,8,good
73,76,34,16,good
37,75,37,10,good
21,7,80,9,good
25,78,66,15,good
42,25,33,5,good
54,11,75,20,good
38,42,87,2,good
90,50,69,16,good
28,90,10,18,good
19,81,26,16,good
90,99,47,5,good
40,62,23,1,good
53,48,17,19,good
19,26,26,10,good
18,8,53,13,good
83,38,54,11,good
98,64,20,15,good
65,70,58,2,good
29,89,33,6,good
52,70,96,11,good
33,6,57,15,good
21,71,47,9,good
66,79,53,12,good
5,66,17,4,good
78,9,2,14,good
26,70,23,3,good
9,84,0,17,good
72,52,5,13,good
96,100,18,8,good
95,94,85,12,good
47,86,42,12,good
69,56,7,12,good
58,90,68,2,good
99,85,51,10,good
58,26,72,9,good
1,53,46,1,good
28,3,84,4,good
67,87,27,14,good
64,22,45,16,good
82,47,3,18,good
25,82,87,2,good
88,41,7,6,good
9,2,60,3,good
52,90,16,20,good
78,2,33,19,good
58,27,19,13,good
21,62,79,17,good
50,80,73,14,good
47,30,33,11,good
20,9,42,16,good
21,48,9,11,good
99,85,93,18,good
97,93,29,2,good
29,20,24,8,good
24,99,56,14,good
27,52,62,2,good
64,86,70,13,good
44,75,46,10,good
67,88,83,8,good
6,53,80,7,good
48,56,2,13,good
8,19,45,19,good
35,48,35,15,good
82,6,25,2,good
0,28,9,5,good
9,47,33,19,good
35,92,77,1,good
72,12,7,7,good
45,2,54,18,good
31,1,90,1,good
31,15,9,1,good
5,93,56,7,good
47,5,78,17,good
37,44,100,6,good
16,70,85,20,good
73,4,44,12,good
26,55,49,20,good
53,70,63,15,good
49,97,94,13,good
34,31,1,12,good
84,48,44,2,good
24,12,94,18,good
27,29,61,4,good
14,24,13,10,good
3,84,73,11,good
92,59,93,6,good
72,58,99,6,good
26,84,14,9,good
25,27,13,20,good
18,57,30,13,good
91,19,28,5,good
16,33,26,6,good
42,4,84,4,good
40,81,8,6,good
41,59,19,18,good
49,42,98,13,good
83,56,57,3,good
39,56,78,10,good
38,74,87,4,good
22,53,48,15,good
95,80,56,12,good
51,44,15,15,good
46,85,99,10,good
62,36,74,12,good
96,83,7,8,good
68,47,66,3,good
42,53,18,7,good
47,47,66,18,good
33,5,35,3,good
39,33,88,15,good
74,62,59,2,good
60,77,35,15,good
49,47,10,13,good
66,22,50,20,good
61,83,79,10,good
57,12,54,8,good
32,46,53,16,good
74,43,16,16,good
15,31,61,2,good
81,25,41,9,good
93,52,23,8,good
47,13,16,11,good
9,51,47,1,good
81,35,83,11,good
37,7,85,18,good
18,39,69,15,good
35,85,6,9,good
58,21,13,9,good
62,15,10,1,good
76,90,11,7,good
45,59,4,12,good
2,59,4,10,good
73,9,19,19,good
64,24,53,16,good
90,30,54,6,good
7,20,57,11,good
50,90,78,19,good
80,80,89,19,good
72,32,96,18,good
5,30,29,15,good
88,89,23,16,good
38,20,86,14,good
59,35,72,8,good
27,64,2,8,good
96,3,99,2,good
53,67,47,6,good
36,89,70,13,good
8,3,21,13,good
81,8,13,12,good
55,29,47,2,good
58,44,28,20,good
84,3,49,12,good
1,68,79,17,good
60,22,97,6,good
57,15,9,7,good
59,21,70,6,good
39,100,88,4,good
35,71,26,9,good
36,47,78,5,good
78,61,95,10,good
91,96,27,15,good
17,59,8,8,good
97,79,70,4,bad
62,4,79,5,good
21,79,25,7,good
10,6,98,6,good
57,50,80,13,good
56,64,86,19,good
76,8,7,10,good
3,81,1,15,good
85,44,94,3,good
6,46,56,18,good
60,66,51,14,good
53,23,57,3,good
87,91,95,11,good
67,9,92,10,good
91,72,2,17,bad
78,76,7,13,good
0,47,58,2,good
54,34,1,13,good
2,53,94,19,good
77,86,61,5,good
37,80,48,16,good
0,70,100,10,good
37,15,19,12,good
84,52,28,20,good
28,39,16,13,good
4,99,73,16,good
73,19,21,1,good
91,87,5,9,good
20,68,61,16,good
70,44,97,19,good
66,5,30,15,good
46,91,61,18,good
83,68,11,12,good
82,48,11,14,good
34,38,62,3,good
67,1,15,4,good
68,38,24,6,good
0,20,21,16,good
67,39,90,13,good
11,100,87,12,good
59,81,75,12,good
26,53,17,2,good
55,11,44,13,good
22,80,79,3,good
24,36,67,13,good
20,37,11,2,good
60,14,48,19,good
62,6,32,9,good
51,77,85,20,good
87,49,62,1,good
24,64,17,13,good
54,66,53,2,good
45,100,96,15,good
31,43,26,19,good
54,30,82,16,good
95,42,77,11,good
4,76,24,15,good
35,47,33,6,good
48,81,87,14,good
57,80,59,6,good
38,80,53,19,good
79,60,86,5,good
96,74,4,11,good
84,83,35,4,good
60,9,53,9,good
8,28,87,9,good
5,47,35,17,good
34,97,68,8,good
38,80,38,15,good
21,61,69,9,good
40,12,99,5,good
4,43,3,4,good
41,46,73,20,good
86,63,64,18,good
80,90,84,9,good
75,52,39,3,good
86,89,36,9,good
79,91,66,9,good
66,76,30,4,good
29,75,90,7,good
56,43,80,7,good
85,27,86,8,good
72,1,76,1,good
28,100,46,9,good
36,56,26,12,good
86,56,50,6,good
12,33,19,13,good
31,86,12,5,good
45,57,62,19,good
22,51,43,1,good
44,28,23,18,good
16,34,2,8,good
84,74,9,8,good
65,47,64,15,good
100,32,48,19,good
5,74,57,10,good
17,72,76,16,good
93,77,77,11,good
21,8,96,12,good
32,47,1,16,good
29,66,65,16,good
80,92,30,20,good
31,82,67,3,good
41,35,97,9,good
77,95,82,8,good
9,70,36,10,good
35,91,72,13,good
33,43,23,18,good
72,81,76,13,good
27,59,43,13,good
10,62,93,15,good
77,4,82,13,good
38,86,40,16,good
46,85,73,8,good
18,89,50,19,good
14,75,41,10,good
27,39,77,12,good
23,18,39,14,good
71,46,47,6,good
8,64,83,9,good
46,66,3,7,good
32,90,59,6,good
61,17,38,1,good
96,49,4,14,good
18,29,95,6,good
66,65,5,12,good
73,4,13,17,good
39,92,69,5,good
46,96,77,11,good
64,41,11,5,good
28,83,61,12,good
49,93,26,3,good
97,4,53,9,good
12,49,89,6,good
0,84,11,2,good
33,57,7,2,good
92,78,73,12,good
47,83,15,8,good
76,7,51,2,good
47,30,25,9,good
48,11,7,16,good
63,20,44,15,good
60,93,92,14,good
28,61,83,20,good
38,90,80,4,good
87,89,18,4,good
25,32,16,11,good
16,25,64,18,good
70,89,28,5,good
12,99,13,2,good
68,39,16,15,good
25,64,12,11,good
48,58,92,17,good
66,14,97,16,good
6,0,90,15,good
57,10,62,3,good
48,54,32,20,good
52,1,28,15,good
64,64,36,19,good
61,94,82,13,good
16,43,45,16,good
42,15,23,12,good
24,21,13,17,good
2,17,100,16,good
78,46,4,9,good
28,80,52,6,good
31,29,87,19,good
25,9,97,13,good
15,98,94,8,good
24,57,29,12,good
53,61,59,9,good
27,84,72,4,good
72,79,90,13,good
55,5,27,2,good
64,66,25,3,good
92,40,17,5,good
85,42,35,18,good
79,84,7,14,good
40,76,17,2,good
50,17,83,15,good
70,57,57,8,good
77,59,31,16,good
28,87,92,3,good
82,26,48,20,good
18,67,47,20,good
65,21,81,5,good
40,23,70,4,good
44,39,64,12,good
14,73,91,19,good
2,65,32,15,good
10,39,49,13,good
52,5,3,5,good
45,17,83,12,good
29,80,35,19,good
56,86,94,2,good
17,29,27,7,good
50,20,2,5,good
47,61,5,20,good
65,9,44,11,good
95,12,22,18,bad
7,75,6,18,good
21,8,60,7,good
5,67,99,10,good
75,38,64,20,good
56,23,5,14,good
35,33,23,20,good
78,60,36,20,good
91,40,44,11,good
56,4,50,2,good
48,78,99,13,good
44,49,87,13,good
81,3,44,9,good
65,50,62,17,good
76,51,28,15,good
44,38,100,16,good
78,7,95,10,good
19,44,24,20,good
63,87,9,12,good
92,27,34,5,good
92,26,54,20,good
66,64,24,17,good
82,33,90,10,good
2,80,44,6,good
53,100,95,20,good
77,61,11,6,good
63,61,3,12,good
39,37,89,19,good
58,25,66,2,good
54,23,16,13,good
61,38,72,20,good
3,20,92,11,good
59,93,64,15,good
74,46,81,13,good
94,47,52,3,good
95,12,83,14,good
90,100,56,8,good
29,2,97,9,good
1,31,27,15,good
61,34,98,18,good
48,18,15,8,good
8,13,20,11,good
91,47,76,5,good
30,85,98,15,good
97,80,41,15,good
60,67,53,7,good
78,44,31,18,good
47,18,37,12,good
24,63,69,12,good
35,100,37,4,good
7,65,53,11,good
72,78,59,6,good
57,65,76,10,good
100,74,76,15,good
44,44,46,1,good
61,86,11,17,good
38,73,52,3,good
95,66,32,11,good
57,68,27,18,good
80,2,2,10,good
98,37,81,9,good
100,76,25,7,bad
82,41,53,11,good
63,82,39,8,good
43,39,65,2,good
28,49,67,5,good
58,34,91,9,good
70,23,91,1,good
91,87,88,17,good
8,16,89,10,good
91,39,46,8,good
5,73,1,18,good
28,65,41,10,good
57,43,33,9,good
16,22,93,4,good
15,5,20,2,good
86,65,100,19,good
94,20,43,10,good
2,34,86,17,good
20,28,96,3,good
63,6,1,19,good
89,92,90,19,good
35,52,58,19,good
100,36,85,19,good
85,22,97,15,good
61,96,15,18,good
41,7,19,17,good
75,75,25,10,good
41,47,15,14,good
60,9,69,19,good
12,78,22,18,good
10,23,41,11,good
53,89,36,11,good
15,46,71,12,good
7,52,5,8,good
58,38,36,16,good
56,66,21,8,good
39,65,5,14,good
58,5,31,18,good
1,20,16,4,good
93,72,37,17,good
93,73,16,13,good
75,35,36,5,good
9,2,22,3,good
43,87,48,9,good
10,85,60,20,good
78,77,48,18,good
79,41,60,20,good
80,44,76,19,good
89,43,31,19,good
1,90,85,16,good
49,32,62,1,good
11,59,6,5,good
89,85,21,15,good
22,92,84,12,good
17,82,5,1,good
61,82,60,14,good
95,69,13,18,good
61,82,15,18,good
37,76,2,6,good
66,25,8,1,good
37,85,46,17,good
66,20,84,18,good
93,99,93,15,good
60,1,93,12,good
0,46,41,13,good
93,29,41,20,good
44,26,95,2,good
95,70,22,4,good
27,19,2,3,good
20,49,0,19,good
12,94,66,8,good
26,22,100,12,good
99,12,70,12,good
6,80,2,10,good
21,3,99,1,good
73,13,48,5,good
52,19,66,20,good
78,12,54,11,good
78,2,3,9,good
3,89,30,14,good
95,89,65,3,good
22,81,77,5,good
69,95,100,9,good
87,77,63,18,good
83,46,30,6,good
100,2,62,7,good
83,0,65,16,good
75,89,30,8,good
32,23,46,10,good
27,34,21,5,good
7,13,73,11,good
0,66,93,13,good
36,12,96,20,good
62,46,82,2,good
21,49,45,14,good
69,77,88,9,good
20,84,57,10,good
95,25,60,10,good
34,2,45,10,good
78,50,0,19,good
4,39,95,11,good
59,67,24,11,good
45,35,60,3,good
49,50,80,19,good
47,0,13,1,good
5,32,44,12,good
88,6,76,15,good
55,51,38,14,good
58,10,65,3,good
28,26,31,20,good
70,13,95,13,good
76,85,57,18,good
17,79,55,16,good
1,45,5,6,good
7,75,88,10,good
74,9,66,17,good
96,23,81,17,good
53,60,49,8,good
37,17,37,4,good
47,85,2,15,good
26,8,4,1,good
19,16,23,7,good
11,57,53,10,good
42,12,33,7,good
60,49,38,1,good
30,100,87,17,good
90,5,99,12,good
95,84,91,17,good
60,50,47,15,good
73,35,48,16,good
66,70,33,14,good
90,99,79,3,good
34,24,99,19,good
94,10,6,12,good
14,43,17,19,good
15,13,69,18,good
12,28,91,14,good
34,73,33,20,good
74,49,50,9,good
58,4,92,3,good
20,71,67,12,good
53,68,13,20,good
74,87,68,17,good
29,56,88,5,good
47,25,7,8,good
34,5,14,19,good
85,15,82,4,good
37,59,58,15,good
30,99,10,19,good
77,11,19,15,good
23,74,54,14,good
48,2,35,16,good
95,62,81,10,good
99,63,13,14,good
31,61,57,20,good
54,100,37,11,good
78,5,88,2,good
57,18,79,19,good
98,17,81,3,good
2,79,0,4,good
79,86,64,11,good
68,42,0,13,good
84,100,84,18,good
9,72,59,18,good
82,2,24,19,good
24,71,90,12,good
67,37,9,1,good
60,67,49,6,good
28,75,11,3,good
18,43,91,17,good
42,94,31,3,good
65,88,32,1,good
73,79,71,3,good
60,62,25,4,good
42,41,41,6,good
24,63,49,7,good
19,53,60,8,good
47,77,40,13,good
82,76,56,4,good
86,70,1,6,good
23,75,98,11,good
10,36,97,1,good
97,3,69,8,good
54,1,30,2,good
27,98,22,8,good
68,43,75,20,good
62,66,53,9,good
58,67,27,4,good
4,75,78,17,good
50,82,18,7,good
20,73,75,10,good
11,61,47,5,good
49,0,1,10,good
3,16,10,12,good
41,15,43,20,good
83,8,100,6,good
37,52,58,1,good
24,72,58,3,good
13,58,37,7,good
74,8,24,11,good
31,11,20,12,good
10,40,41,9,good
60,14,35,1,good
17,65,8,4,good
26,74,11,2,good
54,10,9,2,good
53,7,58,17,good
81,54,4,2,good
86,95,32,4,good
74,5,68,11,good
20,52,79,19,good
43,19,62,13,good
4,38,100,18,good
86,98,100,19,good
40,71,28,15,good
58,33,17,12,good
88,56,92,11,good
53,18,5,1,good
73,70,52,16,good
21,30,81,13,good
82,81,31,6,good
64,39,41,6,good
63,13,46,10,good
70,99,30,2,good
3,80,61,3,good
64,36,55,6,good
14,43,10,16,good
75,8,25,6,good
21,57,91,13,good
85,19,26,4,good
46,91,82,15,good
80,49,56,6,good
92,19,26,1,good
45,35,58,9,good
13,26,61,12,good
49,71,19,11,good
19,31,2,13,good
49,0,15,1,good
32,16,43,19,good
58,8,92,4,good
42,83,78,5,good
78,44,29,17,good
11,95,39,5,good
39,65,64,19,good
19,31,28,3,good
93,44,29,11,good
37,8,31,2,good
2,29,9,14,good
27,83,90,6,good
55,37,50,19,good
89,59,7,1,good
93,0,50,7,good
12,4,35,2,good
76,62,54,19,good
65,98,34,1,good
36,35,35,9,good
48,64,55,17,good
65,77,35,10,good
35,72,88,6,good
53,93,83,3,good
25,23,60,20,good
74,3,61,15,good
71,77,80,20,good
39,88,86,6,good
42,67,24,3,good
21,24,63,10,good
19,73,59,12,good
7,98,56,1,good
28,6,94,16,good
39,12,69,17,good
89,67,98,10,good
29,42,51,12,good
80,56,55,19,good
83,35,62,8,good
54,13,67,8,good
15,81,19,10,good
45,71,53,10,good
61,95,0,18,good
6,26,89,10,good
79,36,97,7,good
44,86,9,4,good
58,70,22,1,good
55,75,50,11,good
47,24,23,19,good
26,66,12,5,good
52,89,28,8,good
86,3,57,2,good
87,99,90,2,good
72,78,94,14,good
34,95,42,9,good
50,92,9,10,good
83,73,30,13,good
36,84,73,1,good
80,15,87,14,good
94,18,96,2,good
56,28,13,4,good
7,50,98,19,good
78,17,33,1,good
94,57,16,4,good
93,43,20,11,good
19,15,95,13,good
52,64,66,18,good
11,1,57,10,good
48,55,78,5,good
16,78,7,1,good
63,27,95,14,good
41,64,37,16,good
93,4,25,18,good
28,21,63,3,good
18,99,29,3,good
10,12,8,4,good
97,64,31,7,good
49,15,10,13,good
70,85,85,9,good
57,63,33,3,good
33,31,17,17,good
19,79,18,15,good
49,50,53,10,good
87,78,81,15,good
9,57,36,1,good
31,45,81,10,good
51,51,11,7,good
